step,pred_iou,anch_mi,stab,unc_global,unc_boundary,iou_gt,dice_gt,d_pred,d_mi,d_stab,d_pred_ema,d_mi_ema,d_stab_ema
90,0.8772318959236145,-6.926332473754883,0.9133861995500265,0.01762067899107933,0.01762067899107933,0.7953296022978567,0.885998427564396,-0.002775728702545166,0.02027416229248047,-0.0021877288818359375,-0.0015786484582349658,-0.0017732782289385796,-0.0037134853191673756
91,0.8765563368797302,-6.843781471252441,0.9116226468437878,0.017868252471089363,0.017868252471089363,0.7922894775786118,0.8841088311794333,-0.0006755590438842773,0.0825510025024414,-0.0017635822296142578,-0.0012174127623438835,0.03195643797516823,-0.0029335240833461285
92,0.8762091398239136,-6.898116111755371,0.9085775872165816,0.01818433217704296,0.01818433217704296,0.7907354533817096,0.8831404458860155,-0.0003471970558166504,-0.05433464050292969,-0.0030450820922851562,-0.000869326526299119,-0.002559991553425789,-0.0029781474731862545
93,0.875575840473175,-6.840761661529541,0.9054252370190535,0.01841764710843563,0.01841764710843563,0.7868671777411187,0.8807226273369043,-0.0006332993507385254,0.05735445022583008,-0.003152310848236084,-0.0007749156793579459,0.021405786275863647,-0.0030478129629045725
94,0.8728119134902954,-6.842254161834717,0.8998827019938592,0.019023854285478592,0.019023854285478592,0.777355659874951,0.8747328150738759,-0.0027639269828796387,-0.0014925003051757812,-0.005542576313018799,-0.0015705202240496874,0.012246471829712391,-0.004045718349516392
95,0.8707888126373291,-6.897103309631348,0.8968478757421433,0.019440244883298874,0.019440244883298874,0.7728355264738693,0.8718637628060423,-0.0020231008529663086,-0.05484914779663086,-0.0030347704887390137,-0.0017515525687485933,-0.014591775834560394,-0.0036413392517715693
96,0.8701461553573608,-6.878202438354492,0.8948816480590976,0.020088588818907738,0.020088588818907738,0.7681641045256011,0.8688832700081306,-0.0006426572799682617,0.01890087127685547,-0.001966238021850586,-0.0013079945929348469,-0.0011947168968617916,-0.002971298759803176
97,0.8694767951965332,-6.860002040863037,0.8933031161471064,0.020071683451533318,0.020071683451533318,0.7671425842802103,0.8682294129567159,-0.0006693601608276367,0.018200397491455078,-0.0015785694122314453,-0.0010525408433750272,0.006563329137861729,-0.0024142072070389986
98,0.8681776523590088,-6.79564094543457,0.8889164841613671,0.02014465071260929,0.02014465071260929,0.7676207769864846,0.868535589737927,-0.001299142837524414,0.0643610954284668,-0.004386603832244873,-0.0011511817574501038,0.02968243509531021,-0.003203165950253606
99,0.8673967123031616,-6.8569231033325195,0.8866919810364917,0.02029092237353325,0.02029092237353325,0.7652312675651968,0.8670039803007669,-0.000780940055847168,-0.06128215789794922,-0.0022245049476623535,-0.001003085169941187,-0.006703400984406471,-0.002811701502650976
100,0.866552472114563,-6.798876762390137,0.8861222748600359,0.02038516104221344,0.02038516104221344,0.7648431176496775,0.8667547953704283,-0.0008442401885986328,0.05804634094238281,-0.0005697011947631836,-0.0009395472006872296,0.019196495413780212,-0.0019149014260619879
